BillID,Year,Major,MajorText,Party,PassH,PassS,Description,Description_CBP,DW1,DW1_NA,Chamber,BillNum,BillType,Cong,Minor,MultNo,PLaw,ReportH,ReportS,Veto,ComC,CumHServ,MRef,NameFull,Postal,State
93-S-3702,1974,15,Defense,Republican,0,0,A bill to establish a national program for the employment of Vietnam-era veterans within the Federal Government.,A bill to establish a national program for the employment of Vietnam-era veterans within the Federal Government.,0.14,0.14,Senate,3702,S,93,1608.0,1.0,0,0,0,0,0.0,0.0,0,Hugh Scott,PA,14
89-HR-10553,1965,19,Government Operations,Democrat,1,1,"To preserve the benefits of, the Civil Service Retirement Act the Federal Employees Group Life Insurance Act of 1954, and the Federal Employees Health Benefits Act of 1959 for congressional employees receiving certain congressional staff fellowships","To preserve the benefits of, the Civil Service Retirement Act the Federal Employees Group Life Insurance Act of 1954, and the Federal Employees Health Benefits Act of 1959 for congressional employees receiving certain congressional staff fellowships",-0.38,-0.38,House,10553,HR,89,2004.0,1.0,1,1,0,0,0.0,6.0,1,"Daniels, Dominick V.",NJ,12
100-S-996,1987,15,Defense,Republican,0,0,"A bill to increase penalties for espionage, to enhance security at United States missions abroad, and for other purposes.","A bill to increase penalties for espionage, to enhance security at United States missions abroad, and for other purposes.",0.314,0.314,Senate,996,S,100,1603.0,1.0,0,0,0,0,0.0,0.0,0,Robert Dole,KS,32
81-HR-293,1949,15,Defense,Republican,0,0,"To provide compensation or pension for the widows and children of deceased veterans of World War I or World War II who had disabilities caused or aggravated by examination, hospitalization, or medical treatment.","To provide compensation or pension for the widows and children of deceased veterans of World War I or World War II who had disabilities caused or aggravated by examination, hospitalization, or medical treatment.",0.107,0.107,House,293,HR,81,1608.0,1.0,0,0,0,0,0.0,23.583,1,"Rogers, Edith Nourse",MA,3
80-HR-6857,1948,5,Labor and Employment,Republican,0,0,"To amend the Fair Labor Standards Act of 1938 to protect certain employees who have attained the age of 40 years from loss of employment for reasons of age alone, and for other purposes","To amend the Fair Labor Standards Act of 1938 to protect certain employees who have attained the age of 40 years from loss of employment for reasons of age alone, and for other purposes",0.265,0.265,House,6857,HR,80,505.0,1.0,0,0,0,0,0.0,0.0,1,"Ross, Robert Tripp",NY,13
101-HR-5535,1990,10,Transportation,Democrat,0,0,"To establish a program of research and development on magnetic levitation transportation, and for other purposes.","To establish a program of research and development on magnetic levitation transportation, and for other purposes.",-0.277,-0.277,House,5535,HR,101,1098.0,1.0,0,0,0,0,0.0,2855.0,0,Robert Torricelli,NJ,12
107-HR-665,2001,5,Labor and Employment,Democrat,0,0,To amend the Fair Labor Standards Act of 1938 to provide for an increase in the Federal minimum wage.,To amend the Fair Labor Standards Act of 1938 to provide for an increase in the Federal minimum wage.,-0.524,-0.524,House,665,HR,107,505.0,1.0,0,0,0,0,0.0,9453.0,0,David Bonior,MI,23
80-HR-5997,1948,1,Macroeconomics,Republican,0,0,To provide relief to the peoples of the world; to develop the industries of the world by granting investors tax exemptions on foreign investments; to grant additional funds for national defense; and for other purposes,To provide relief to the peoples of the world; to develop the industries of the world by granting investors tax exemptions on foreign investments; to grant additional funds for national defense; and for other purposes,0.495,0.495,House,5997,HR,80,100.0,1.0,0,0,0,0,0.0,2.0,1,"Gwinn, Ralph W.",NY,13
85-S-3336,1958,13,Community Development and Housing Issues,Republican,0,0,"A bill to extend the loan guaranty program for World War 11 veterans for 2 years, extend the direct loan program for a like period, authorize an interest rate on guaranteed and direct loans commensurate with that applicable to mortgages insured under sect","A bill to extend the loan guaranty program for World War 11 veterans for 2 years, extend the direct loan program for a like period, authorize an interest rate on guaranteed and direct loans commensurate with that applicable to mortgages insured under sect",0.392,0.392,Senate,3336,S,85,1407.0,1.0,0,0,0,0,0.0,0.0,1,"Capehart, Home",IN,22
90-HR-7802,1967,19,Government Operations,Democrat,0,0,"To amend the act of July 24, 1956, relating to the D.C. Transit System, Inc","To amend the act of July 24, 1956, relating to the D.C. Transit System, Inc",0.213,0.213,House,7802,HR,90,2014.0,1.0,0,0,0,0,1.0,28.0,1,"McMillan, John L.",SC,48
102-HR-2209,1991,20,Public Lands and Water Management,Democrat,0,0,"To authorize the Secretary of the Interior, acting through the Bureau of Reclamation and pursuant to the Reclamation laws, to participate in the design, planning, and construction of reclamation and reuse projects in Los Angeles and El Segundo, California.","To authorize the Secretary of the Interior, acting through the Bureau of Reclamation and pursuant to the Reclamation laws, to participate in the design, planning, and construction of reclamation and reuse projects in Los Angeles and El Segundo, California.",-0.424,-0.424,House,2209,HR,102,2104.0,1.0,0,0,0,0,0.0,3567.0,0,Meldon Levine,CA,71
96-HR-8420,1980,1,Macroeconomics,Republican,0,0,"A bill to provide that the interest rates applicable for purposes of sections 482 and 483 of the Internal Revenue Code of 1954 shall not exceed the interest rates applicable for such purposes on August 1, 1980.","A bill to provide that the interest rates applicable for purposes of sections 482 and 483 of the Internal Revenue Code of 1954 shall not exceed the interest rates applicable for such purposes on August 1, 1980.",0.273,0.273,House,8420,HR,96,107.0,1.0,0,0,0,0,0.0,2163.0,0,Thomas Hagedorn,MN,33
98-HR-4430,1983,10,Transportation,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 to provide a credit against income tax for security devices used to prevent the theft of controlled substances from certain pharmacies.,A bill to amend the Internal Revenue Code of 1954 to provide a credit against income tax for security devices used to prevent the theft of controlled substances from certain pharmacies.,-0.075,-0.075,House,4430,HR,98,1002.0,1.0,0,0,0,0,0.0,648.0,0,Itimous Valentine,NC,47
111-HR-4735,2010,19,Government Operations,Republican,0,0,"To amend title 5, United States Code, to provide that persons having seriously delinquent tax debts shall be ineligible for Federal employment.","To amend title 5, United States Code, to provide that persons having seriously delinquent tax debts shall be ineligible for Federal employment.",0.963,0.963,House,4735,HR,111,2004.0,1.0,0,0,0,0,0.0,715.0,1,Jason Chaffetz,UT,67
114-HR-3715,2015,15,Defense,Democrat,1,0,"To amend title 38, United States Code, to direct the Secretary of Veterans Affairs to permit interments, funerals, memorial services, and ceremonies of deceased veterans at national cemeteries and State cemeteries receiving grants from the Department of Veterans Affairs during certain weekends.","To amend title 38, United States Code, to direct the Secretary of Veterans Affairs to permit interments, funerals, memorial services, and ceremonies of deceased veterans at national cemeteries and State cemeteries receiving grants from the Department of Veterans Affairs during certain weekends.",-0.429,-0.429,House,3715,HR,114,1609.0,2.0,0,1,0,0,0.0,8764.0,1,Corrine Brown,FL,43
99-HR-3275,1985,3,Health,Democrat,0,0,"A bill to require the Secretary of Health and Human Services to make grants to eligible State and local governments to support projects for education and information dissemination concerning Acquired Immune Deficiency Syndrome, and to make grants to State and local governments for the establishment of programs to test blood to detect the presence of antibodies to the human T-cell lymphotrophic virus.","A bill to require the Secretary of Health and Human Services to make grants to eligible State and local governments to support projects for education and information dissemination concerning Acquired Immune Deficiency Syndrome, and to make grants to State and local governments for the establishment of programs to test blood to detect the presence of antibodies to the human T-cell lymphotrophic virus.",-0.604,-0.604,House,3275,HR,99,331.0,1.0,0,0,0,0,0.0,2833.0,1,George Leland,TX,49
94-S-1879,1975,10,Transportation,Democrat,0,0,A bill to regulate commerce and promote transportation by bicycle by establishing a program for the conversion of railroad rights-of-way that are sought to be abandoned.,A bill to regulate commerce and promote transportation by bicycle by establishing a program for the conversion of railroad rights-of-way that are sought to be abandoned.,-0.44,-0.44,Senate,1879,S,94,1005.0,1.0,0,0,0,0,1.0,0.0,0,Rupert Hartke,IN,22
85-HR-8918,1957,19,Government Operations,Democrat,1,1,"To further amend the act of August 7, 1946 (60 Stat. 896), as amended by the act of October 25, 1951 (6b Stat. 657), to provide for the exchange of lands of the United States as a site for the new Sibley Memorial Hospital; to provide for the transfer of t","To further amend the act of August 7, 1946 (60 Stat. 896), as amended by the act of October 25, 1951 (6b Stat. 657), to provide for the exchange of lands of the United States as a site for the new Sibley Memorial Hospital; to provide for the transfer of t",-0.373,-0.373,House,8918,HR,85,2014.0,1.0,1,1,0,0,0.0,28.167,1,"McCormack, John W.",MA,3
96-HR-5406,1979,4,Agriculture,Republican,0,0,"A bill to amend the Fishery Conservation and Management Act of 1976 to prohibit the trapping of certain fish, and for other purposes.","A bill to amend the Fishery Conservation and Management Act of 1976 to prohibit the trapping of certain fish, and for other purposes.",0.725,0.725,House,5406,HR,96,408.0,1.0,0,0,0,0,0.0,2904.0,0,Philip Crane,IL,21
100-HR-3349,1987,3,Health,Democrat,0,0,"A bill to amend the Federal Food, Drug, and Cosmetic Act to revise the provisions respecting orphan drugs and for other purposes.","A bill to amend the Federal Food, Drug, and Cosmetic Act to revise the provisions respecting orphan drugs and for other purposes.",-0.481,-0.481,House,3349,HR,100,321.0,1.0,0,0,0,0,0.0,5030.0,1,Henry Waxman,CA,71
92-HR-7691,1971,19,Government Operations,Democrat,0,0,To establish a Federal wage system for fixing and adjusting the pay of certain employees of the Government,To establish a Federal wage system for fixing and adjusting the pay of certain employees of the Government,-0.2,-0.2,House,7691,HR,92,2004.0,1.0,0,0,0,0,1.0,12.0,1,"Dulski, Thaddeus J.",NY,13
93-HR-1913,1973,12,Social Welfare,Republican,0,0,"A bill to amend section 503 of title 38, United States Code, to provide that payments to an individual under a public or private retirement, annuity, endowment, or similar plans or programs shall not be counted as income for pension until the amount of payments received equals the contributions thereto.","A bill to amend section 503 of title 38, United States Code, to provide that payments to an individual under a public or private retirement, annuity, endowment, or similar plans or programs shall not be counted as income for pension until the amount of payments received equals the contributions thereto.",0.15,0.15,House,1913,HR,93,1303.0,1.0,0,0,0,0,0.0,716.0,1,John Saylor,PA,14
91-S-4147,1970,20,Public Lands and Water Management,Democrat,0,0,"A bill to declare that 3.308 acres, more or less, of federally owned land are held by the United States in trust for the Pueblo of Cochiti","A bill to declare that 3.308 acres, more or less, of federally owned land are held by the United States in trust for the Pueblo of Cochiti",-0.254,-0.254,Senate,4147,S,91,2102.0,1.0,0,0,0,0,0.0,7583.0,0,"Montoya, Josep",NM,66
90-S-2336,1967,20,Public Lands and Water Management,Democrat,0,1,A bill to determine the respective rights and interests of the Confederated Tribes of the Colville Reservation and the Yakima Tribe of Indians of the Yakima Reservation and their constituent tribal groups in and to a judgment fund on deposit in the Treasu,A bill to determine the respective rights and interests of the Confederated Tribes of the Colville Reservation and the Yakima Tribe of Indians of the Yakima Reservation and their constituent tribal groups in and to a judgment fund on deposit in the Treasu,-0.3,-0.3,Senate,2336,S,90,2102.0,1.0,0,0,1,0,0.0,12000.0,1,"Jackson, Henry",WA,73
