BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal,IntrDate
98-HR-5837,1984,4,Agriculture,Republican,0,0,"A bill to stabilize farm credit, provide financial assistance to certain borrowers who participate in agricultural commodity programs for meeting increases in real estate mortgage loan payments resulting from increases in interest rates, to help protect farmland values, to reduce surplus commodity production and promote conservation, and for other purposes.",0.225,House,IA,1984-06-13
89-HR-12765,1966,13,Community Development and Housing Issues,Republican,0,0,To amend the- National Housing Act to reduce the premiums charged for the- insurance of certain cooperative housing mortgages,-0.19,House,NY,
106-HR-3127,1999,1,Macroeconomics,Democrat,0,0,"To amend the Internal Revenue Code of 1986 to eliminate the complexities of the estate tax deduction for family-owned business and farm interests by increasing the unified estate and gift tax credit to $3,000,000 for all taxpayers.",-0.267,House,KS,1999-10-21
92-HR-9727,1971,7,Environment,Democrat,1,1,"To regulate the dumping of mate- rial in the oceans, coastal, and other waters, and for other purposes",-0.29,House,MD,
86-HR-12604,1960,19,Government Operations,Democrat,0,0,To amend the antikickback statute to extend it to all negotiated contracts,-0.271,House,IA,
85-HR-6139,1957,19,Government Operations,Republican,0,0,"To amend the District of Columbia Unemployment Compensation Act, as amended.",0.137,House,PA,
85-HR-691,1957,19,Government Operations,Democrat,0,0,To amend the Federal Employees Group Life Insurance Act of 1954 to authorize the optional purchase of additional amounts of group life and accidental death and dismemberment insurance by individual employees in certain cases,-0.058,House,AL,
88-HR-10470,1964,12,Social Welfare,Democrat,0,0,To provide for a 4-month extension financial resources of the Nation to combat poverty in the United States,-0.312,House,PA,
111-S-3563,2010,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,A bill to amend the Small Business Act to temporarily designate as a HUBZone counties that are most affected by a recession.,-0.441,Senate,OR,2010-06-30
84-S-4298,1956,8,Energy,Democrat,0,0,A bill to amend the Atomic Energy Act of 1954,-0.194,Senate,NM,
98-S-456,1983,7,Environment,Republican,0,0,"A bill to authorize the Secretary of the Army, acting through the Chief of Engineers, to carry out certain erosion control projects in the Chesapeake Bay, Virginia.",0.251,Senate,VA,1983-02-03
93-HR-11223,1973,20,Public Lands and Water Management,Democrat,1,1,A bill to authorize amendment of contracts relating to the exchange of certain vessels for conversion and operation in unsubsidized service between the west coast of the United States and the territory of Guam.,-0.309,House,MO,1973-10-31
84-S-3918,1956,20,Public Lands and Water Management,Republican,0,0,"A bill to provide for the establishment of. the Cape Cod Canal National Park, in theState of Massachusetts",0.176,Senate,MA,
101-HR-652,1989,13,Community Development and Housing Issues,Democrat,0,0,To amend the Housing and Community Development Act of 1974 to reauthorize the urban development action grant program.,-0.189,House,OH,1989-01-24
114-HR-4685,2016,20,Public Lands and Water Management,Republican,1,0,"To take certain Federal lands located in Tulare County, California, into trust for the benefit of the Tule River Indian Tribe, and for other purposes.",0.459,House,CA,2016-03-03
100-HR-5203,1988,20,Public Lands and Water Management,Democrat,0,0,"A bill to declare that certain lands be held in trust for the Quinault Indian Nation, and for other purposes.",-0.435,House,WA,1988-08-11
87-HR-7414,1961,19,Government Operations,Democrat,0,0,"To amend the act of June 6, 1924, relating to the National Capital Park and Planning Commission, to preserve housing and the many existing attractive neighborhoods in the Nations Capital which give it stability and character, and to encourage in the Distr",-0.405,House,DE,
87-HR-13400,1962,19,Government Operations,Democrat,0,0,To facilitate payroll administration in the House of Representatives by fixing at multiples of $60 the basic compensation of certain positions thereunder,0.21,House,TX,
113-HR-4374,2014,15,Defense,Republican,0,0,"To amend title 38, United States Code, to direct the Secretary of Veterans Affairs to adopt and implement a standard identification protocol for use in the tracking and procurement of biological implants by the Department of Veterans Affairs, and for other purposes.",0.702,House,TN,2014-04-02
91-S-3928,1970,10,Transportation,Democrat,0,0,A bill to amend the Fish and Wildlife Act of 1956 to authorize the Secretary of the Interior to make loans to associations of fishing vessel owners and operators organized to provide insurance against the damage or loss of fishing vessels or the injury or,-0.583,Senate,MI,
84-S-4078,1956,6,Education,Democrat,0,0,A bill to amend the Veterans Readjustment Assistance Act of 1952 and part VIII of Veterans Regulation No. 1 (a) so as to require certain private educational institutions and training establishments to file non-Communist afdavits with the Administrator of ,0.158,Senate,AR,
87-HR-5959,1961,16,"Space, Science, Technology, and Communications",Republican,0,0,"To provide for the construction of a permanent Museum of Modern Science and Engineering at the New York Worlds Fair of 1964, and for other purposes",-0.182,House,NY,
105-HR-4095,1998,15,Defense,Democrat,0,0,To provide that the President shall attempt to establish an international arms sales code of conduct with all Wassenaar Arrangement countries.,-0.449,House,CT,1998-06-19
81-S-324,1949,19,Government Operations,Democrat,0,0,"A bill to amend the act entitled An act to reclassify the salaries of postmasters, officers, and employees of the Postal Service; to establish uniform procedures for computing compensation; and for other purposes, approved July 6, 1945, as amended",-0.007,Senate,MD,
85-HR-9035,1957,5,Labor and Employment,Republican,1,1,To amend the Internal Revenue Code of 1954 with respect to the basis of stock acquired by the exercise of restricted stock options after the death of the employee.,0.387,House,PA,
82-HR-1744,1951,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,"To amend the Bankruptcy Act, approved July 1, 1898, and acts amendatory thereof and supplementary thereto; and to repeal subdivision b of section 64, subdivision h of section 70, and section 118 thereof and all acts and parts of acts Inconsistent therewit",0.477,House,IL,
92-HR-14507,1972,19,Government Operations,Republican,0,0,"To amend the District of Columbia Police and Firemens Salary Act of 1958 to permit the equitable reappointment of officers and members of the Metropolitan Police Force, the Fire Department of the District of Columbia, the U.S. Park Police, and the Executive Protective Service",0.22,House,VA,
82-S-505,1951,15,Defense,Democrat,0,0,"A bill to revise the basis for award of disability pension, and for other purposes",0.113,Senate,CO,
110-HR-4878,2007,17,Foreign Trade,Democrat,0,0,To suspend temporarily the duty on Disperse Yellow 241.,-0.507,House,MO,2007-12-19
91-S-3428,1970,20,Public Lands and Water Management,Republican,0,0,"A bill to authorize the Secretary of the Interior to construct, operate, and maintain the East Greenacres unit, Rathdrum Prairie project, Idaho, and for otherpurposes",0.3,Senate,ID,
102-HR-5437,1992,20,Public Lands and Water Management,Republican,0,0,To require the construction of a memorial on Federal land in the District of Columbia or its environs to honor members of the Armed Forces who served in World War II and to commemorate United States participation in that conflict.,0.359,House,AL,1992-06-18
111-S-2173,2009,17,Foreign Trade,Democrat,0,0,A bill to suspend temporarily the duty on ultra-high molecular weight polyethylene yarn measuring not less than 341 decitex but not more than 510 decitex.,0.079,Senate,PA,2009-10-29
105-S-353,1997,3,Health,Democrat,0,0,A bill to amend title XXVII of the Public Health Service Act and part 7 of subtitle B of title I of the Employee Retirement Income Security Act of 1974 to establish standards for protection of consumers in managed care plans and other health plans.,-0.491,Senate,MA,1997-02-25
95-HR-12714,1978,15,Defense,Republican,0,0,"A bill to amend title 37, United States Code, to provide that enlisted members of the uniformed services as well as officers shall be entitled to receive a basic allowance for subsistence in addition to per diem while traveling on temporary duty.",0.411,House,CO,1978-05-15
80-HR-2796,1947,15,Defense,Democrat,0,0,"To extend the gratuitous insurance benefits granted by subsection 602 (d) of the National Service Life Insurance Act of 1940, as amended, to parents of certain deceased members of the armed forces without any requirement as to the dependency of such paren",-0.448,House,CA,
83-HR-9694,1954,20,Public Lands and Water Management,Republican,0,0,"To authorize the acceptance on behalf of the United States of the conveyance and release by the Aztec Land 8, Cattle Co., Ltd., of its right, title, and interest in lands within the Coconino and Sitgreaves National Forests, in the State of Arizona, and t",0.271,House,AZ,
104-S-1566,1996,10,Transportation,Democrat,0,1,A bill to authorize the Secretary of Transportation to issue a certificate of documentation with appropriate endorsement for employment in the coastwise trade for the vessel MARSH GRASS TOO.,-0.296,Senate,SC,1996-02-07
96-HR-4889,1979,20,Public Lands and Water Management,Democrat,1,1,A bill to extend the Authorization Period for the Great Dismal Swamp National Wildlife Refuge.,-0.364,House,NY,1979-07-20
95-HR-7570,1977,12,Social Welfare,Republican,0,0,"A bill to reform the food stamp program by improving and strengthening various provisions relating to eligibility benefits and administration, improving the nutritional focus of the program, and redirecting benefits to those truly in need.",0.341,House,IL,1977-06-02
