ID,MajorLLM,MajorTextLLM,ConfidenceLLM,ExplanationLLM,InputTokens,OutputTokens
4412,15,Defense,0.95,"The bill pertains to amending a law specifically related to members of the Armed Forces, particularly those who are missing in action or held as prisoners of war, which falls under the category of Defense.",299,62
4413,15,Defense,0.95,"The bill pertains to amending a law specifically related to members of the Armed Forces, which falls under the category of Defense.",296,48
4414,15,Defense,0.95,,1655,18
4415,15,Defense,0.95,,1567,18
4416,15,Defense,0.95,,1686,18
4417,20,Public Lands and Water Management,0.90,,259,6
4418,19,Government Operations,0.70,,262,19
4419,19,Government Operations,0.75,,269,19
4420,20,Public Lands and Water Management,0.75,,281,19
4421,19,Government Operations,0.75,,276,19
4422,19,Government Operations,0.75,,278,19
4423,19,Government Operations,0.80,"This bill falls under Government Operations as it pertains to the display of flags at a national monument, which involves the operation and management of government facilities.",280,54
4424,19,Government Operations,0.80,This bill falls under Government Operations as it pertains to the display of flags at a national monument.,289,44
4425,20,Public Lands and Water Management,0.85,"The bill pertains to the display of flags at a national monument, which falls under public lands and water management.",285,47
4426,15,Defense,0.90,,1641,15
4427,15,Defense,0.90,,1553,15
4428,15,Defense,0.85,,1672,15
4429,19,Government Operations,0.85,,261,6
4430,19,Government Operations,0.95,,263,18
4431,19,Government Operations,0.95,,270,18
4432,19,Government Operations,0.95,,282,18
4433,19,Government Operations,0.95,,277,18
4434,19,Government Operations,0.95,,279,18
4435,19,Government Operations,0.95,"The bill pertains to the display of the U.S. flag at a national monument, which falls under the purview of government operations and ceremonial practices.",281,53
4436,19,Government Operations,0.95,"The bill pertains to the display of the U.S. flag at a national monument, which falls under the purview of government operations and ceremonial practices.",289,53
4437,19,Government Operations,0.95,"The bill pertains to the display of the U.S. flag at a national monument, which falls under the purview of government operations.",286,50
4438,19,Government Operations,0.89,,1645,18
4439,19,Government Operations,0.90,,1557,14
4440,19,Government Operations,0.94,,1676,18
4441,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,246,5
4442,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,249,19
4443,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,256,19
4444,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,268,19
4445,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,263,19
4446,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,265,19
4447,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill focuses on amending the Civil Rights Act of 1968 to revise fair housing enforcement procedures, falling under Civil Rights, Minority Issues, and Civil Liberties.",267,57
4448,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill focuses on amending the Civil Rights Act of 1968 to revise fair housing enforcement procedures, falling under Civil Rights, Minority Issues, and Civil Liberties.",276,57
4449,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,The bill focuses on amending the Civil Rights Act of 1968 to revise fair housing enforcement procedures.,272,45
4450,2,"Civil Rights, Minority Issues, and Civil Liberties",0.98,,1628,15
4451,2,"Civil Rights, Minority Issues, and Civil Liberties",0.98,,1540,15
4452,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1659,15
4453,13,Community Development and Housing Issues,0.95,,248,6
4454,13,Community Development and Housing Issues,0.95,,250,18
4455,13,Community Development and Housing Issues,0.95,,257,18
4456,13,Community Development and Housing Issues,0.95,,269,18
4457,13,Community Development and Housing Issues,0.95,,264,18
4458,13,Community Development and Housing Issues,0.95,,266,18
4459,13,Community Development and Housing Issues,0.95,"The bill aims to amend the Civil Rights Act of 1968 to revise fair housing enforcement procedures, which directly relates to community development and housing issues.",268,53
4460,13,Community Development and Housing Issues,0.95,"The bill aims to amend the Civil Rights Act of 1968 to revise fair housing enforcement procedures, which directly relates to community development and housing issues.",276,53
4461,13,Community Development and Housing Issues,0.95,"The bill aims to amend the Civil Rights Act of 1968 to revise fair housing enforcement procedures, which directly pertains to community development and housing issues.",273,53
4462,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1632,18
4463,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1544,18
4464,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1663,18
4465,20,Public Lands and Water Management,0.95,,228,6
4466,20,Public Lands and Water Management,0.85,,231,19
4467,20,Public Lands and Water Management,0.85,,238,19
4468,20,Public Lands and Water Management,0.85,,250,19
4469,20,Public Lands and Water Management,0.85,,245,19
4470,20,Public Lands and Water Management,0.85,,247,19
4471,20,Public Lands and Water Management,0.95,"The bill pertains to the extension of the United States Territorial Sea, which falls under Public Lands and Water Management.",249,49
4472,20,Public Lands and Water Management,0.90,"The bill pertains to the extension of the United States Territorial Sea, which falls under Public Lands and Water Management.",258,49
4473,20,Public Lands and Water Management,0.85,"The bill pertains to the extension of the United States Territorial Sea, which falls under Public Lands and Water Management.",254,49
4474,15,Defense,0.95,,1610,15
4475,15,Defense,0.95,,1522,15
4476,18,International Affairs and Foreign Aid,0.90,,1641,15
4477,18,International Affairs and Foreign Aid,0.85,,229,6
4478,18,International Affairs and Foreign Aid,0.95,,231,18
4479,18,International Affairs and Foreign Aid,0.95,,238,18
4480,18,International Affairs and Foreign Aid,0.95,,250,18
4481,18,International Affairs and Foreign Aid,0.95,,245,18
4482,18,International Affairs and Foreign Aid,0.95,,247,18
4483,18,International Affairs and Foreign Aid,0.95,"The bill pertains to the extension of the United States Territorial Sea, which is a matter of international boundaries and maritime jurisdiction, falling under International Affairs and Foreign Aid.",249,55
4484,18,International Affairs and Foreign Aid,0.95,"The bill pertains to the extension of the United States Territorial Sea, which is a matter of international boundaries and maritime jurisdiction, falling under International Affairs and Foreign Aid.",257,55
4485,18,International Affairs and Foreign Aid,0.95,"The bill pertains to the extension of the United States Territorial Sea, which is a matter of international boundaries and maritime jurisdiction, falling under International Affairs and Foreign Aid.",254,55
4486,18,International Affairs and Foreign Aid,0.95,,1613,18
4487,18,International Affairs and Foreign Aid,0.90,,1525,18
4488,18,International Affairs and Foreign Aid,0.93,,1644,18
4489,5,Labor and Employment,0.90,,249,6
4490,5,Labor and Employment,0.85,,252,19
4491,5,Labor and Employment,0.85,,259,19
4492,5,Labor and Employment,0.85,,271,19
4493,5,Labor and Employment,0.85,,266,19
4494,5,Labor and Employment,0.85,,268,19
4495,5,Labor and Employment,0.85,This bill relates to labor and employment by amending the computation of annuities for surviving spouses in the federal workforce.,270,48
4496,5,Labor and Employment,0.85,"The bill pertains to labor and employment issues, specifically regarding the computation of annuities for surviving spouses.",279,46
4497,5,Labor and Employment,0.85,"The bill pertains to amending employment laws and regulations related to annuitants, which falls under the Labor and Employment category.",275,50
4498,5,Labor and Employment,0.98,,1631,15
4499,5,Labor and Employment,0.95,,1543,15
4500,5,Labor and Employment,0.92,,1662,15
4501,19,Government Operations,0.85,,251,6
4502,19,Government Operations,0.95,,253,18
4503,19,Government Operations,0.95,,260,18
4504,19,Government Operations,0.90,,272,18
4505,19,Government Operations,0.95,,267,18
4506,19,Government Operations,0.95,,269,18
4507,19,Government Operations,0.95,"The bill pertains to amendments in the United States Code related to the computation of annuities for surviving spouses, which falls under government operations.",271,51
4508,19,Government Operations,0.95,"The bill pertains to amendments in the United States Code regarding the computation of annuities for surviving spouses, which falls under the domain of government operations.",279,53
4509,19,Government Operations,0.95,"The bill pertains to amendments in title 5 of the United States Code, which deals with government organization and employees, specifically focusing on the computation of annuities for surviving spouses, thus falling under Government Operations.",276,65
4510,19,Government Operations,0.95,,1635,18
4511,19,Government Operations,0.94,,1547,18
4512,19,Government Operations,0.94,,1666,18
4513,6,Education,0.95,,248,6
4514,6,Education,0.95,,251,19
4515,6,Education,0.85,,258,19
4516,6,Education,0.85,,270,19
4517,6,Education,0.95,,265,19
4518,6,Education,0.85,,267,19
4519,6,Education,0.85,"The bill focuses on amending the Family Educational Rights and Privacy Act, which falls under the Education category.",269,45
4520,6,Education,0.90,"The bill focuses on amending the Family Educational Rights and Privacy Act, which falls under the Education category.",278,45
4521,6,Education,0.95,"The bill focuses on amending the Family Educational Rights and Privacy Act, which falls under the Education category.",274,45
4522,11,"Law, Crime, and Family Issues",0.98,,1630,15
4523,11,"Law, Crime, and Family Issues",0.98,,1542,15
4524,6,Education,0.95,,1661,15
4525,6,Education,0.95,,250,6
4526,6,Education,0.95,,252,18
4527,6,Education,0.95,,259,18
4528,6,Education,0.95,,271,18
4529,6,Education,0.95,,266,18
4530,6,Education,0.95,,268,18
4531,6,Education,0.95,"The bill aims to amend the Family Educational Rights and Privacy Act, which is directly related to the field of education.",270,46
4532,6,Education,0.95,"The bill aims to amend the Family Educational Rights and Privacy Act, which is directly related to the field of education.",278,46
4533,6,Education,0.95,"The bill aims to amend the Family Educational Rights and Privacy Act, which is directly related to the field of education.",275,46
4534,6,Education,0.95,,1634,18
4535,6,Education,0.95,,1546,18
4536,6,Education,0.95,,1665,18
4537,11,"Law, Crime, and Family Issues",0.95,,247,6
4538,11,"Law, Crime, and Family Issues",0.95,,250,19
4539,11,"Law, Crime, and Family Issues",0.95,,257,19
4540,11,"Law, Crime, and Family Issues",0.95,,269,19
4541,11,"Law, Crime, and Family Issues",0.95,,264,19
4542,11,"Law, Crime, and Family Issues",0.95,,266,19
4543,11,"Law, Crime, and Family Issues",0.95,"This bill pertains to issues related to law, crime, and family matters, specifically focusing on confidentiality for victims of sexual assault and domestic violence.",268,53
4544,11,"Law, Crime, and Family Issues",0.95,"This bill pertains to issues related to law, crime, and family matters, specifically focusing on confidentiality for victims of sexual assault and domestic violence.",277,53
4545,11,"Law, Crime, and Family Issues",0.95,"This bill pertains to issues related to law, crime, and family matters, specifically focusing on confidentiality for victims of sexual assault and domestic violence.",273,53
4546,2,"Civil Rights, Minority Issues, and Civil Liberties",0.98,,1629,15
4547,11,"Law, Crime, and Family Issues",0.98,,1541,15
4548,11,"Law, Crime, and Family Issues",0.94,,1660,15
4549,11,"Law, Crime, and Family Issues",0.95,,249,6
4550,11,"Law, Crime, and Family Issues",0.95,,251,18
4551,11,"Law, Crime, and Family Issues",0.95,,258,18
4552,11,"Law, Crime, and Family Issues",0.95,,270,18
4553,11,"Law, Crime, and Family Issues",0.95,,265,18
4554,11,"Law, Crime, and Family Issues",0.95,,267,18
4555,11,"Law, Crime, and Family Issues",0.95,"The bill focuses on ensuring the confidentiality of communications between victims of sexual assault or domestic violence and their counselors, which falls under the domain of law, crime, and family issues.",269,58
