BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal
85-HR-7812,1957,13,Community Development and Housing Issues,Democrat,0,0,"To provide that when a familys home is being acquired by the United States, In determining the price to be paid for such home the agency acquiring such home may take into account the same considerations as would be taken into account by such family In det",-0.147,House,TX
100-S-2235,1988,12,Social Welfare,Republican,0,0,A bill to provide tax incentives and assistance to low income working families.,0.59,Senate,WY
105-HR-420,1997,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,To amend the Internal Revenue Code of 1986 to modify the exclusion of gain on certain small business stock and to allow nonrecognition on gain from the sale of such stock if other small business stock is purchased.,-0.385,House,CA
92-HR-16877,1972,3,Health,Democrat,0,0,"To provide for the establishment of projects for the dental health of children, to increase the number of dental auxiliaries, to increase the availability of dental care through efficient use. of dental personnel, and for other purposes",-0.12,House,NY
96-S-2782,1980,8,Energy,Republican,0,0,A bill to provide for a pilot energy conservation diagnosis and retrofit program.,-0.005,Senate,RI
108-S-594,2003,20,Public Lands and Water Management,Democrat,0,0,"A bill to provide for the issuance of bonds to provide funding for the construction of schools of the Bureau of Indian Affairs, and for other purposes.",-0.326,Senate,SD
92-HR-13259,1972,12,Social Welfare,Democrat,0,0,"To require that an adidtional $4 per month (reflecting post-1970 acrossthe-board increases in social security and railroad retirement benefits) be passel along to public assistance recipients, either by disregarding such amount in determining their need or otherwise",-0.54,House,MN
113-S-1468,2013,1,Macroeconomics,Democrat,0,0,A bill to require the Secretary of Commerce to establish the Network for Manufacturing Innovation and for other purposes.,-0.501,Senate,OH
113-HR-4855,2014,1,Macroeconomics,Republican,0,0,To amend the Internal Revenue Code of 1986 to provide an exception from the passive loss rules for investments in high technology research small business pass-thru entities.,0.48,House,PA
111-HR-258,2009,19,Government Operations,Democrat,0,0,"To prevent the President from encroaching upon the Congressional prerogative to make laws, and for other purposes.",-0.462,House,TX
93-HR-10228,1973,19,Government Operations,Republican,0,0,A bill to amend section 106 of title 4 of the United States Code relating to State taxation of the income of resident of another State.,0.255,House,NJ
83-HR-3839,1953,12,Social Welfare,Republican,0,0,To amend title II of the Social Security Act to increase by one-third the insurance benefits payable thereunder to widows and widowers,-0.043,House,NY
88-HR-11179,1964,19,Government Operations,Republican,0,0,"To amend the District of Columbia Teachers Leave Act of 1949 to remove certain limitations, and for other purposes",0.226,House,VA
88-HR-8836,1963,19,Government Operations,Democrat,0,0,"To remove the limitation on the number of apprentices authorized to be employees of the Government Printing Office, and for other purposes",0.226,House,TX
94-S-943,1975,6,Education,Democrat,0,0,"A bill to amend and extend the Vocational Education Act of 1963, and for other purposes.",-0.356,Senate,RI
94-HR-3214,1975,5,Labor and Employment,Republican,0,0,"A bill to amend the Railroad Unemployment Insurance Act to increases unemployment and sickness benefits, to raise the contribution base.",0.181,House,TN
90-HR-16865,1968,19,Government Operations,Democrat,0,0,"To provide for the issuance of a special postage stamp in honor of the late Dr. Martin Luther King, Jr",-0.668,House,CA
91-HR-3702,1969,20,Public Lands and Water Management,Republican,0,0,"To authorize the Secretary of the Interior to modify the operation of the Kortes unit, Missouri River Basin project, Wyoming, for fishery conservation",0.39,House,WY
101-S-1962,1989,6,Education,Democrat,0,0,"A bill to amend the Higher Education Act of 1965 to establish a technology fellowship program for the improvement of graduate instruction in science, technology, and engineering, and for other purposes.",-0.401,Senate,MA
106-HR-2358,1999,19,Government Operations,Democrat,0,0,"To designate the United States Post Office located at 3813 Main Street in East Chicago, Indiana, as the Lance Corporal Harold Gomez Post Office.",-0.411,House,IN
80-S-788,1947,20,Public Lands and Water Management,Republican,0,0,A bill to transfer the functions of the Office of Indian Affairs with respect to agricultural extension services and management of forests on Indian reservations to the Department of Agriculture,-0.00021533801515431653,Senate,ND
114-HR-3090,2015,3,Health,Democrat,0,0,To amend the Public Health Service Act to authorize grants for training and support services for Alzheimer's patients and their families.,-0.663,House,CA
111-HR-5753,2010,6,Education,Democrat,0,0,"To amend the Elementary and Secondary Education Act of 1965 to award grants to eligible entities to establish, expand, or support an existing school-based mentoring program to assist at-risk middle school students with the transition from middle school to high school.",-0.395,House,IN
114-HR-1512,2015,15,Defense,Republican,0,0,"To direct the Secretary of Veterans Affairs to designate at least one city in the United States each year as an """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""American World War II City"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""", and for other purposes.",0.611,House,NC
105-S-2195,1998,20,Public Lands and Water Management,Republican,0,0,"A bill to authorize the Secretary of Agriculture to sell or exchange the Gulfport Research Laboratory and other Forest Service administrative sites in the States of Mississippi, to provide for a new research facility, and for other purposes.",0.288,Senate,MS
97-HR-1710,1981,19,Government Operations,Democrat,1,1,A bill to authorize the use of the frank for official mail sent by the Law Revision Counsel of the House of Representatives.,-0.512,House,MI
111-HR-5834,2010,12,Social Welfare,Democrat,0,0,"To amend title II of the Social Security Act and the Internal Revenue Code of 1986 to make improvements in the old-age, survivors, and disability insurance program, to provide for cash relief for years for which annual COLAs do not take effect under certain cash benefit programs, and to provide for Social Security benefit protection.",-0.405,House,FL
113-HR-4658,2014,3,Health,Democrat,0,0,"To amend title XI of the Social Security Act to eliminate civil money penalties for inducements to physicians to limit services that are not medically necessary, and for other purposes.",-0.722,House,WA
92-HR-10499,1971,5,Labor and Employment,Democrat,0,0,"To ban oppressive child labor in agriculture, and for other purposes",-0.42,House,MI
100-HR-786,1987,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,"A bill to amend the Internal Revenue Code of 1986 to deny a taxpayer's personal exemption deduction for a child who lives temporarily after an abortion, and for other purposes.",0.362,House,VA
86-HR-9328,1960,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,"To protect and promote the health, safety, and welfare of the public and the members thereof",0.809,House,MI
83-HR-7827,1954,4,Agriculture,Republican,0,0,"To amend the Agricultural Act. of 1949, as amended, to make soybeans a basic commodity",0.385,House,IL
99-S-2931,1986,7,Environment,Republican,0,0,"A bill to authorize the Secretary of the Interior to construct, operate, and maintain the Umatilla Basin Project, Oregon, and for other purposes.",0.018,Senate,OR
103-S-1852,1994,6,Education,Democrat,0,0,"A bill to amend the Head Start Act to extend authorizations of appropriations for programs under that Act, to strengthen provisions designed to provide quality assurance and improvement, to provide for orderly and appropriate expansion of such programs, and for other purposes.",-0.489,Senate,MA
93-HR-9162,1973,9,Immigration,Republican,0,0,"A bill to amend the Immigration functions of consular officers relating to the Secretary of State the powers, duties, and functions of consular officers relating to the granting or refusal of visas.",-0.095,House,NJ
88-S-330,1963,6,Education,Democrat,1,1,"A bill to amend chapter 35 of title 38, United States Code, to provide that after the expiration of the Korean conflict veterans education and training program, approval of courses under the warorphans educational assistance program shall be by State appr",-0.403,Senate,TX
87-HR-12248,1962,3,Health,Republican,0,0,"To provide for holding a White House Conference on Mental Health to be called by the President of the United States to be planned and conducted by the Secretary of Health, Education, and Welfare with the assistance and cooperation of other departments and",-0.182,House,NY
97-HR-5567,1982,10,Transportation,Republican,0,0,A bill to establish a Department of the Coast Guard as a new military department within the Department of Defense and to transfer the Coast Guard from the Department of Transportation to the Department of the Coast Guard.,0.117,House,IL
